,Year,Age,Female,Male,Total
2964,1880-1884,78,0.107346,0.124173,0.11417999999999999
2965,1880-1884,79,0.116969,0.13528800000000002,0.12428900000000001
2966,1880-1884,80,0.126422,0.150836,0.136006
2967,1880-1884,81,0.13884100000000002,0.172923,0.151894
2968,1880-1884,82,0.154098,0.18293900000000002,0.164864
2969,1880-1884,83,0.16505699999999998,0.192139,0.174991
2970,1880-1884,84,0.187816,0.218502,0.198942
2971,1880-1884,85,0.197804,0.24086300000000002,0.21316500000000002
2972,1880-1884,86,0.224264,0.25271,0.234185
2973,1880-1884,87,0.242907,0.274512,0.253598
2974,1880-1884,88,0.250472,0.300046,0.26648099999999997
2975,1880-1884,89,0.269892,0.303981,0.280333
2976,1880-1884,90,0.307627,0.346066,0.318825
2977,1880-1884,91,0.312101,0.34820999999999996,0.32209099999999996
2978,1880-1884,92,0.346329,0.38062399999999996,0.355486
2979,1880-1884,93,0.336048,0.485229,0.374183
2980,1880-1884,94,0.42784399999999995,0.49315699999999996,0.44331800000000005
2981,1880-1884,95,0.410367,0.548755,0.441304
2982,1880-1884,96,0.466326,0.733791,0.521472
2983,1880-1884,97,0.513645,0.459028,0.503475
2984,1880-1884,98,0.608475,0.5159630000000001,0.592356
2985,1880-1884,99,0.5539069999999999,1.073345,0.620654
2986,1880-1884,100,0.870712,1.576873,0.93514
2987,1880-1884,101,0.383264,0.985366,0.48211400000000004
2988,1880-1884,102,0.8941879999999999,2.126316,1.110018
2989,1880-1884,103,0.0,,0.0
2990,1880-1884,104,2.054795,,2.054795
2991,1880-1884,105,,,
2992,1880-1884,106,,,
2993,1880-1884,107,,,
2994,1880-1884,108,,,
2995,1880-1884,109,,,
2996,1880-1884,110,,,
2997,1885-1889,0,0.10417699999999999,0.126326,0.115444
2998,1885-1889,1,0.032070999999999995,0.034102,0.0331
2999,1885-1889,2,0.020211,0.020493,0.020354
3000,1885-1889,3,0.015074,0.015171,0.015123
3001,1885-1889,4,0.011858,0.012014,0.011937
3002,1885-1889,5,0.009634,0.009391,0.009511
3003,1885-1889,6,0.0076760000000000005,0.007815,0.007745999999999999
3004,1885-1889,7,0.006642,0.006912000000000001,0.006779
3005,1885-1889,8,0.005346,0.005952000000000001,0.005651
3006,1885-1889,9,0.004973,0.005116,0.005045
3007,1885-1889,10,0.00432,0.0045049999999999995,0.004413
3008,1885-1889,11,0.00389,0.00406,0.0039759999999999995
3009,1885-1889,12,0.0036009999999999996,0.0036420000000000003,0.003621
3010,1885-1889,13,0.0037329999999999998,0.00309,0.003408
3011,1885-1889,14,0.004023,0.003204,0.0036090000000000002
3012,1885-1889,15,0.00412,0.0034920000000000003,0.0038020000000000003
3013,1885-1889,16,0.004502,0.003939,0.004217
3014,1885-1889,17,0.004399,0.004658,0.004529999999999999
3015,1885-1889,18,0.004523,0.00496,0.004743
3016,1885-1889,19,0.004875,0.005495,0.005185
3017,1885-1889,20,0.005067,0.005872,0.005464
3018,1885-1889,21,0.005035,0.006358,0.0056890000000000005
3019,1885-1889,22,0.005332,0.0064069999999999995,0.005867
3020,1885-1889,23,0.0054,0.006523,0.005957
3021,1885-1889,24,0.005364,0.00663,0.005988
3022,1885-1889,25,0.005815,0.006458,0.00613
3023,1885-1889,26,0.005953,0.006385,0.006163
3024,1885-1889,27,0.0061340000000000006,0.006404000000000001,0.006265
3025,1885-1889,28,0.005929,0.006861,0.006377000000000001
3026,1885-1889,29,0.006291,0.0066040000000000005,0.006441
3027,1885-1889,30,0.0065049999999999995,0.006495,0.0065
3028,1885-1889,31,0.0065780000000000005,0.0065,0.006541
3029,1885-1889,32,0.006626999999999999,0.00662,0.006624
3030,1885-1889,33,0.00671,0.006842,0.006773
3031,1885-1889,34,0.006881999999999999,0.006353,0.006631000000000001
3032,1885-1889,35,0.0073409999999999994,0.00705,0.007203
3033,1885-1889,36,0.007262,0.007159,0.007213
3034,1885-1889,37,0.007239,0.007944,0.007573000000000001
3035,1885-1889,38,0.007842,0.0073409999999999994,0.007605
3036,1885-1889,39,0.008027,0.00788,0.007956999999999999
3037,1885-1889,40,0.007803,0.008957,0.008348000000000001
3038,1885-1889,41,0.008337,0.008893,0.008598999999999999
3039,1885-1889,42,0.00774,0.008957,0.008314
3040,1885-1889,43,0.007988,0.009731,0.008806999999999999
3041,1885-1889,44,0.00854,0.009998,0.009224
3042,1885-1889,45,0.008319,0.010258,0.009226999999999999
3043,1885-1889,46,0.008948999999999999,0.010957999999999999,0.009888
3044,1885-1889,47,0.008583,0.011104000000000001,0.00976
3045,1885-1889,48,0.008849,0.012121999999999999,0.010376999999999999
3046,1885-1889,49,0.009417,0.012403,0.010809000000000001
3047,1885-1889,50,0.009617,0.012978,0.011184
3048,1885-1889,51,0.010281,0.013319999999999999,0.011699
3049,1885-1889,52,0.010490000000000001,0.014025999999999999,0.012140999999999999
3050,1885-1889,53,0.011687999999999999,0.014665000000000001,0.013078
3051,1885-1889,54,0.012231,0.016166,0.014068
3052,1885-1889,55,0.013346,0.016408000000000002,0.014774
3053,1885-1889,56,0.014155000000000001,0.017625,0.01577
3054,1885-1889,57,0.015115,0.018706,0.016782
3055,1885-1889,58,0.015588,0.020651,0.017931
3056,1885-1889,59,0.017123,0.022734,0.019711000000000003
3057,1885-1889,60,0.019451,0.024201,0.021634999999999998
3058,1885-1889,61,0.020962,0.025301,0.022954
3059,1885-1889,62,0.021823,0.027395999999999997,0.024377
3060,1885-1889,63,0.024142,0.029013999999999998,0.026372000000000003
3061,1885-1889,64,0.026542000000000003,0.030518,0.028362000000000002
3062,1885-1889,65,0.028725999999999998,0.033997,0.031137
3063,1885-1889,66,0.032611,0.036406,0.034341
3064,1885-1889,67,0.036504,0.041721,0.038873000000000005
3065,1885-1889,68,0.037241,0.04434,0.040445
3066,1885-1889,69,0.041555,0.046502999999999996,0.043769999999999996
3067,1885-1889,70,0.047955000000000005,0.053483,0.050413
3068,1885-1889,71,0.050441,0.057444,0.053530999999999995
3069,1885-1889,72,0.055883,0.064526,0.059660000000000005
3070,1885-1889,73,0.063472,0.07269500000000001,0.067455
3071,1885-1889,74,0.066939,0.075534,0.070612
3072,1885-1889,75,0.07511,0.087489,0.080333
3073,1885-1889,76,0.08353300000000001,0.095947,0.0887
3074,1885-1889,77,0.090338,0.105294,0.09650399999999999
3075,1885-1889,78,0.10197200000000001,0.116817,0.10803299999999999
3076,1885-1889,79,0.113206,0.124392,0.11773
3077,1885-1889,80,0.12215899999999999,0.13609100000000002,0.127745
3078,1885-1889,81,0.135481,0.155255,0.143317
3079,1885-1889,82,0.14493,0.173034,0.155873
3080,1885-1889,83,0.161077,0.190418,0.17222300000000001
3081,1885-1889,84,0.178591,0.210396,0.190333
3082,1885-1889,85,0.18671600000000002,0.22557800000000003,0.20056600000000002
3083,1885-1889,86,0.216319,0.24186,0.225104
3084,1885-1889,87,0.240736,0.25345100000000004,0.245004
3085,1885-1889,88,0.242221,0.322776,0.268416
3086,1885-1889,89,0.277148,0.31464200000000003,0.28896
3087,1885-1889,90,0.304147,0.361048,0.321763
3088,1885-1889,91,0.330683,0.41209799999999996,0.354881
3089,1885-1889,92,0.31596599999999997,0.391385,0.337136
3090,1885-1889,93,0.40994899999999995,0.415472,0.411415
3091,1885-1889,94,0.420162,0.456099,0.429208
3092,1885-1889,95,0.438226,0.556318,0.465026
3093,1885-1889,96,0.524004,0.491307,0.51744
3094,1885-1889,97,0.500324,0.5791270000000001,0.515584
3095,1885-1889,98,0.558613,0.587156,0.5638340000000001
3096,1885-1889,99,0.584593,0.450262,0.5616869999999999
3097,1885-1889,100,0.384827,0.683371,0.42620399999999997
3098,1885-1889,101,0.458716,1.401869,0.516648
3099,1885-1889,102,0.338859,,0.338859
3100,1885-1889,103,0.623053,,0.623053
3101,1885-1889,104,0.0,,0.0
3102,1885-1889,105,0.0,,0.0
3103,1885-1889,106,2.027027,,2.027027
3104,1885-1889,107,,,
3105,1885-1889,108,,,
3106,1885-1889,109,,,
3107,1885-1889,110,,,
3108,1890-1894,0,0.100727,0.124047,0.112605
3109,1890-1894,1,0.030766,0.032286,0.031536
3110,1890-1894,2,0.018528,0.020368999999999998,0.019459
3111,1890-1894,3,0.015052000000000001,0.015636,0.015347
3112,1890-1894,4,0.012195999999999999,0.012173999999999999,0.012185
3113,1890-1894,5,0.009724,0.009487,0.009604000000000001
3114,1890-1894,6,0.007624,0.007809,0.007718000000000001
3115,1890-1894,7,0.006764,0.006502,0.006631000000000001
3116,1890-1894,8,0.005565,0.005332,0.005447
3117,1890-1894,9,0.004954999999999999,0.00468,0.004816
3118,1890-1894,10,0.004296,0.004378,0.004338
3119,1890-1894,11,0.003747,0.003668,0.0037070000000000002
3120,1890-1894,12,0.0037329999999999998,0.0035810000000000004,0.0036560000000000004
3121,1890-1894,13,0.0038280000000000002,0.0035600000000000002,0.003693
3122,1890-1894,14,0.0038659999999999996,0.003106,0.003482
3123,1890-1894,15,0.0044,0.0035479999999999995,0.003968
3124,1890-1894,16,0.004312,0.004052,0.00418
3125,1890-1894,17,0.004543999999999999,0.004772,0.00466
3126,1890-1894,18,0.00495,0.004994,0.004972
3127,1890-1894,19,0.005457,0.005943,0.0057009999999999995
3128,1890-1894,20,0.005072999999999999,0.006689,0.005871
3129,1890-1894,21,0.005494,0.006667,0.006071
3130,1890-1894,22,0.006057,0.007141,0.006587000000000001
3131,1890-1894,23,0.005979,0.006741,0.006351
3132,1890-1894,24,0.006064,0.006686,0.006367
3133,1890-1894,25,0.006188,0.0067,0.006436
3134,1890-1894,26,0.006195,0.006686,0.006431999999999999
3135,1890-1894,27,0.006218,0.006840000000000001,0.006518
3136,1890-1894,28,0.006156,0.006587999999999999,0.006363000000000001
3137,1890-1894,29,0.006409999999999999,0.006672,0.006534999999999999
3138,1890-1894,30,0.006592,0.007011,0.006790000000000001
3139,1890-1894,31,0.006751999999999999,0.0067659999999999994,0.006758
3140,1890-1894,32,0.007056999999999999,0.00707,0.007063
3141,1890-1894,33,0.006679999999999999,0.007112,0.006883
3142,1890-1894,34,0.006773,0.006589,0.006687
3143,1890-1894,35,0.007396,0.006934,0.0071790000000000005
3144,1890-1894,36,0.006997,0.007088,0.00704
3145,1890-1894,37,0.007014,0.008219,0.0075829999999999995
3146,1890-1894,38,0.007999,0.008351,0.008165
3147,1890-1894,39,0.008149,0.008148,0.008148
3148,1890-1894,40,0.007753,0.008727,0.008213
3149,1890-1894,41,0.008578,0.008615000000000001,0.008596
3150,1890-1894,42,0.008163,0.008631,0.008384
3151,1890-1894,43,0.008149,0.009378000000000001,0.008727
3152,1890-1894,44,0.00852,0.00978,0.009112
3153,1890-1894,45,0.008791,0.010414,0.009552
3154,1890-1894,46,0.008870999999999999,0.010448,0.009611
3155,1890-1894,47,0.009068999999999999,0.010915000000000001,0.009932999999999999
3156,1890-1894,48,0.009231,0.011133,0.010119
3157,1890-1894,49,0.009713,0.01239,0.010961
3158,1890-1894,50,0.010102,0.013090000000000001,0.011492
3159,1890-1894,51,0.010974,0.013515000000000001,0.012154
3160,1890-1894,52,0.011561,0.013927000000000002,0.012659
3161,1890-1894,53,0.011502,0.014891,0.013074
3162,1890-1894,54,0.012365000000000001,0.016600999999999998,0.014327000000000001
3163,1890-1894,55,0.013344,0.017511000000000002,0.015274000000000001
3164,1890-1894,56,0.014263,0.018351,0.016159
3165,1890-1894,57,0.014672999999999999,0.02052,0.017384
3166,1890-1894,58,0.016472,0.020109000000000002,0.018159
3167,1890-1894,59,0.017515,0.022187000000000002,0.019681
3168,1890-1894,60,0.019274,0.024166999999999998,0.021537999999999998
3169,1890-1894,61,0.021456,0.024838,0.023017
3170,1890-1894,62,0.02217,0.026676,0.024243999999999998
3171,1890-1894,63,0.024944,0.029355000000000003,0.026966000000000004
3172,1890-1894,64,0.026849,0.032444,0.029406
3173,1890-1894,65,0.029738999999999998,0.035084,0.032173
3174,1890-1894,66,0.033076999999999995,0.037299,0.034998
3175,1890-1894,67,0.036995,0.041859,0.039202999999999995
3176,1890-1894,68,0.037725999999999996,0.045326,0.04117
3177,1890-1894,69,0.044429,0.048625,0.046327
3178,1890-1894,70,0.04862,0.053711,0.050923
3179,1890-1894,71,0.052417,0.058320000000000004,0.055078999999999996
3180,1890-1894,72,0.059049000000000004,0.064967,0.061706
3181,1890-1894,73,0.064786,0.072275,0.068126
3182,1890-1894,74,0.070875,0.079082,0.074502
3183,1890-1894,75,0.080325,0.08806699999999999,0.083713
3184,1890-1894,76,0.088496,0.099898,0.093422
3185,1890-1894,77,0.096618,0.109118,0.101953
3186,1890-1894,78,0.106704,0.11848399999999999,0.111649
3187,1890-1894,79,0.115282,0.128952,0.120959
3188,1890-1894,80,0.129064,0.141253,0.134052
3189,1890-1894,81,0.138242,0.160754,0.147301
3190,1890-1894,82,0.152677,0.176041,0.161904
3191,1890-1894,83,0.170909,0.19603900000000002,0.180641
3192,1890-1894,84,0.18401199999999998,0.225206,0.199505
3193,1890-1894,85,0.21188099999999999,0.224976,0.216692
3194,1890-1894,86,0.22301999999999997,0.261812,0.237054
3195,1890-1894,87,0.24971100000000002,0.2659,0.25546599999999997
3196,1890-1894,88,0.272581,0.299825,0.282129
3197,1890-1894,89,0.289738,0.34521,0.308417
3198,1890-1894,90,0.330518,0.362302,0.340625
3199,1890-1894,91,0.355485,0.37440999999999997,0.36125100000000004
3200,1890-1894,92,0.38616100000000003,0.42805600000000005,0.39836
3201,1890-1894,93,0.408107,0.438091,0.416473
3202,1890-1894,94,0.45755,0.529293,0.47703
3203,1890-1894,95,0.48541999999999996,0.5979,0.513382
3204,1890-1894,96,0.49598400000000004,0.5479149999999999,0.50785
3205,1890-1894,97,0.683531,0.48873,0.63395
3206,1890-1894,98,0.40829299999999996,0.8359129999999999,0.519518
3207,1890-1894,99,0.6940430000000001,0.5095970000000001,0.6557609999999999
3208,1890-1894,100,0.8290350000000001,0.28585,0.677561
3209,1890-1894,101,0.802292,1.209658,0.93342
3210,1890-1894,102,0.8915299999999999,0.672646,0.8370540000000001
3211,1890-1894,103,0.804829,0.0,0.670017
3212,1890-1894,104,0.498753,,0.498753
3213,1890-1894,105,2.040816,,2.040816
3214,1890-1894,106,,,
3215,1890-1894,107,,,
3216,1890-1894,108,,,
3217,1890-1894,109,,,
3218,1890-1894,110,,,
3219,1895-1899,0,0.096191,0.1163,0.106465
3220,1895-1899,1,0.027226999999999998,0.028676999999999998,0.027964999999999997
3221,1895-1899,2,0.014478,0.014490000000000001,0.014484
3222,1895-1899,3,0.0105,0.010851999999999999,0.010678
3223,1895-1899,4,0.008904,0.008654,0.008777
3224,1895-1899,5,0.007208,0.00701,0.007107
3225,1895-1899,6,0.005899000000000001,0.005802000000000001,0.00585
3226,1895-1899,7,0.005177,0.0051920000000000004,0.005185
3227,1895-1899,8,0.004446,0.004746,0.0045969999999999995
3228,1895-1899,9,0.004035,0.004163,0.004099
3229,1895-1899,10,0.0037070000000000002,0.0036630000000000005,0.0036850000000000003
3230,1895-1899,11,0.003517,0.0032090000000000005,0.003361
3231,1895-1899,12,0.003389,0.003237,0.003312
3232,1895-1899,13,0.003583,0.002936,0.003256
3233,1895-1899,14,0.0037890000000000003,0.0032119999999999996,0.0034969999999999997
3234,1895-1899,15,0.004155,0.003304,0.0037229999999999997
3235,1895-1899,16,0.004452,0.00386,0.004152
3236,1895-1899,17,0.0043289999999999995,0.004866,0.004602
3237,1895-1899,18,0.005006,0.0052049999999999996,0.005107
3238,1895-1899,19,0.005075,0.005978,0.005534000000000001
3239,1895-1899,20,0.005299,0.006314,0.0058119999999999995
3240,1895-1899,21,0.005215,0.006736,0.005981
3241,1895-1899,22,0.005554,0.0067670000000000004,0.006162
3242,1895-1899,23,0.005869,0.006608,0.0062369999999999995
3243,1895-1899,24,0.00614,0.006609,0.006372999999999999
3244,1895-1899,25,0.0058590000000000005,0.006609,0.006229
3245,1895-1899,26,0.006205,0.006529000000000001,0.006364
3246,1895-1899,27,0.005671,0.006358,0.006006
3247,1895-1899,28,0.006018,0.006082,0.0060490000000000006
3248,1895-1899,29,0.006253,0.006599,0.00642
3249,1895-1899,30,0.006272,0.0066159999999999995,0.006437999999999999
3250,1895-1899,31,0.0061270000000000005,0.006640000000000001,0.006374
3251,1895-1899,32,0.006285,0.006319,0.006301
3252,1895-1899,33,0.0061979999999999995,0.0060609999999999995,0.0061329999999999996
3253,1895-1899,34,0.0063170000000000006,0.006953,0.006619
3254,1895-1899,35,0.006956,0.007252,0.007095999999999999
3255,1895-1899,36,0.007047,0.007347,0.007188
3256,1895-1899,37,0.006726,0.0073230000000000005,0.007006999999999999
3257,1895-1899,38,0.0072900000000000005,0.0074719999999999995,0.007376000000000001
3258,1895-1899,39,0.007506999999999999,0.007451999999999999,0.007481
3259,1895-1899,40,0.007566,0.008033,0.0077859999999999995
3260,1895-1899,41,0.007520000000000001,0.00822,0.007849
3261,1895-1899,42,0.007306,0.008351,0.007798
3262,1895-1899,43,0.007883,0.008789,0.00831
3263,1895-1899,44,0.007946,0.009304,0.008586
3264,1895-1899,45,0.007932999999999999,0.009470000000000001,0.008656
3265,1895-1899,46,0.007903,0.009566,0.008684
3266,1895-1899,47,0.007861,0.010657,0.009170000000000001
3267,1895-1899,48,0.008645,0.011104000000000001,0.009795
3268,1895-1899,49,0.00924,0.01167,0.010373
3269,1895-1899,50,0.009927,0.01243,0.011092
3270,1895-1899,51,0.00984,0.012357,0.011011
3271,1895-1899,52,0.010454000000000001,0.012832,0.011559
3272,1895-1899,53,0.011461,0.013729,0.012512
3273,1895-1899,54,0.011294,0.015158000000000001,0.013081
3274,1895-1899,55,0.011677,0.015527000000000001,0.013453
3275,1895-1899,56,0.012392,0.017378,0.014683000000000002
3276,1895-1899,57,0.013863,0.0176,0.015578
3277,1895-1899,58,0.015321000000000001,0.019166,0.017084000000000002
3278,1895-1899,59,0.015493,0.019884,0.017503
3279,1895-1899,60,0.017015,0.021859,0.019231
3280,1895-1899,61,0.018583000000000002,0.022640999999999998,0.020441
3281,1895-1899,62,0.02025,0.024954,0.022405
3282,1895-1899,63,0.021123,0.027152,0.023884
3283,1895-1899,64,0.024375,0.029811,0.026862
3284,1895-1899,65,0.02688,0.032675,0.029526
3285,1895-1899,66,0.028638,0.033652999999999995,0.030920999999999997
3286,1895-1899,67,0.031498000000000005,0.037768,0.034337
3287,1895-1899,68,0.034253,0.041139999999999996,0.037356
3288,1895-1899,69,0.039615,0.046262,0.0426
3289,1895-1899,70,0.043179,0.051132,0.046734
3290,1895-1899,71,0.046723,0.052702,0.049387
3291,1895-1899,72,0.053424,0.060369000000000006,0.056514
3292,1895-1899,73,0.056614,0.066331,0.060924
3293,1895-1899,74,0.06404299999999999,0.072146,0.06762699999999999
3294,1895-1899,75,0.070243,0.07875599999999999,0.07400599999999999
3295,1895-1899,76,0.07890499999999999,0.08822200000000001,0.083014
3296,1895-1899,77,0.085204,0.09822,0.090914
3297,1895-1899,78,0.098134,0.112979,0.104581
3298,1895-1899,79,0.10854100000000001,0.121637,0.11414300000000001
3299,1895-1899,80,0.120124,0.13437000000000002,0.12617899999999999
3300,1895-1899,81,0.129024,0.146222,0.13621
3301,1895-1899,82,0.144516,0.16800299999999999,0.154128
3302,1895-1899,83,0.160092,0.18958699999999998,0.17188699999999998
3303,1895-1899,84,0.17416600000000002,0.19886800000000002,0.183875
3304,1895-1899,85,0.191079,0.21811599999999998,0.2015
3305,1895-1899,86,0.20363699999999998,0.238774,0.216809
3306,1895-1899,87,0.24069400000000002,0.253716,0.245428
3307,1895-1899,88,0.263681,0.29439099999999996,0.274473
3308,1895-1899,89,0.273326,0.344037,0.297101
3309,1895-1899,90,0.304384,0.355848,0.320883
3310,1895-1899,91,0.326492,0.35633000000000004,0.3358
3311,1895-1899,92,0.367076,0.45409499999999997,0.393838
3312,1895-1899,93,0.40492100000000003,0.454783,0.419231
3313,1895-1899,94,0.452549,0.508429,0.468116
3314,1895-1899,95,0.382749,0.6122770000000001,0.443104
3315,1895-1899,96,0.44847600000000004,0.5414899999999999,0.469361
3316,1895-1899,97,0.586248,0.63,0.5947520000000001
3317,1895-1899,98,0.529032,0.274809,0.473154
3318,1895-1899,99,0.630137,1.216216,0.778157
3319,1895-1899,100,0.606061,1.2,0.684211
3320,1895-1899,101,0.681818,6.0,0.8
3321,1895-1899,102,1.0,,1.0
3322,1895-1899,103,0.461538,0.0,0.375
3323,1895-1899,104,2.0,1.2,1.636364
3324,1895-1899,105,,,
3325,1895-1899,106,,,
3326,1895-1899,107,,,
3327,1895-1899,108,,,
3328,1895-1899,109,,,
3329,1895-1899,110,,,
3330,1900-1904,0,0.088548,0.10951300000000001,0.099241
3331,1900-1904,1,0.025412,0.027371,0.026407
3332,1900-1904,2,0.013081,0.013671,0.013380000000000001
3333,1900-1904,3,0.009284,0.010112000000000001,0.009705
3334,1900-1904,4,0.007737999999999999,0.007758,0.007749
3335,1900-1904,5,0.006384,0.006224,0.006302
3336,1900-1904,6,0.005338,0.005106,0.005220000000000001
3337,1900-1904,7,0.004523,0.004525,0.004524
3338,1900-1904,8,0.00445,0.004315,0.004381
3339,1900-1904,9,0.003894,0.0037670000000000004,0.003829
3340,1900-1904,10,0.0038840000000000003,0.00371,0.003795
3341,1900-1904,11,0.003854,0.003281,0.003563
3342,1900-1904,12,0.003594,0.003116,0.0033520000000000004
3343,1900-1904,13,0.004174000000000001,0.003102,0.003632
3344,1900-1904,14,0.0040880000000000005,0.003102,0.003588
3345,1900-1904,15,0.004525,0.003385,0.003946
3346,1900-1904,16,0.004905,0.004287,0.0045899999999999995
3347,1900-1904,17,0.005220000000000001,0.004803,0.005007999999999999
3348,1900-1904,18,0.005308,0.005377000000000001,0.005343
3349,1900-1904,19,0.005418,0.0061329999999999996,0.0057799999999999995
3350,1900-1904,20,0.0052840000000000005,0.006770999999999999,0.006027
3351,1900-1904,21,0.005675,0.006813,0.006249
3352,1900-1904,22,0.005784,0.006737999999999999,0.006267
3353,1900-1904,23,0.005824,0.00674,0.006286
3354,1900-1904,24,0.0060030000000000005,0.006668,0.006337
3355,1900-1904,25,0.006361,0.006488,0.006423999999999999
3356,1900-1904,26,0.0065829999999999994,0.006962,0.006772
3357,1900-1904,27,0.005957,0.006693999999999999,0.0063219999999999995
3358,1900-1904,28,0.006097999999999999,0.006417,0.006255
3359,1900-1904,29,0.006193,0.0064849999999999994,0.006336
3360,1900-1904,30,0.006595999999999999,0.006248,0.006426
3361,1900-1904,31,0.006161,0.006177,0.006169
3362,1900-1904,32,0.0064719999999999995,0.00628,0.006379999999999999
3363,1900-1904,33,0.0064340000000000005,0.006167,0.006306
3364,1900-1904,34,0.0065980000000000006,0.006333,0.0064719999999999995
3365,1900-1904,35,0.006613,0.007239,0.0069099999999999995
3366,1900-1904,36,0.006666,0.006613,0.006640999999999999
3367,1900-1904,37,0.006876,0.007383,0.007116
3368,1900-1904,38,0.006815000000000001,0.006846,0.00683
3369,1900-1904,39,0.006998000000000001,0.007384,0.0071790000000000005
3370,1900-1904,40,0.007561,0.007856,0.007698999999999999
3371,1900-1904,41,0.007195,0.008027,0.007585
3372,1900-1904,42,0.007458,0.008191,0.007801000000000001
3373,1900-1904,43,0.007425,0.009012000000000001,0.008167
3374,1900-1904,44,0.007679000000000001,0.008989,0.008292
3375,1900-1904,45,0.007836,0.009572,0.008648999999999999
3376,1900-1904,46,0.008112999999999999,0.010059,0.009025
3377,1900-1904,47,0.008189,0.010451,0.009249
3378,1900-1904,48,0.008638,0.010709999999999999,0.009609999999999999
3379,1900-1904,49,0.009197,0.01141,0.010236
3380,1900-1904,50,0.009767,0.012508,0.011051
3381,1900-1904,51,0.009781,0.012333,0.010974
3382,1900-1904,52,0.010592,0.013428,0.011915
3383,1900-1904,53,0.011125,0.014075999999999998,0.0125
3384,1900-1904,54,0.011892,0.014803,0.013244
3385,1900-1904,55,0.012221,0.014746,0.013392
3386,1900-1904,56,0.012872999999999999,0.016468,0.01454
3387,1900-1904,57,0.013493999999999999,0.017265,0.015238999999999999
3388,1900-1904,58,0.015413999999999999,0.018524000000000002,0.016848
3389,1900-1904,59,0.015597,0.019544,0.017412999999999998
3390,1900-1904,60,0.0174,0.021641999999999998,0.019347
3391,1900-1904,61,0.018428,0.023233,0.020624
3392,1900-1904,62,0.020331000000000002,0.024779,0.022359999999999998
3393,1900-1904,63,0.021414,0.027946,0.024388
3394,1900-1904,64,0.023258,0.028901999999999997,0.025818
3395,1900-1904,65,0.025509999999999998,0.030912000000000002,0.027957999999999997
3396,1900-1904,66,0.028191,0.034002,0.030826
3397,1900-1904,67,0.031567000000000005,0.038787,0.034841000000000004
3398,1900-1904,68,0.034155,0.039643,0.036641
3399,1900-1904,69,0.037641,0.044062,0.040547
3400,1900-1904,70,0.042439,0.048669,0.045254
3401,1900-1904,71,0.045151,0.053809,0.049051
3402,1900-1904,72,0.052644,0.060610000000000004,0.056209
3403,1900-1904,73,0.05691,0.066264,0.061069000000000005
3404,1900-1904,74,0.06482,0.072401,0.06817999999999999
3405,1900-1904,75,0.070341,0.079487,0.074369
3406,1900-1904,76,0.079372,0.087625,0.083001
3407,1900-1904,77,0.09112200000000001,0.09772,0.09400900000000001
3408,1900-1904,78,0.09527100000000001,0.10884400000000001,0.101191
3409,1900-1904,79,0.10753299999999999,0.120576,0.113199
3410,1900-1904,80,0.11528,0.132075,0.12253800000000001
3411,1900-1904,81,0.130666,0.141464,0.135305
3412,1900-1904,82,0.144036,0.16124000000000002,0.151373
3413,1900-1904,83,0.16328099999999998,0.183142,0.171601
3414,1900-1904,84,0.185851,0.209358,0.195444
3415,1900-1904,85,0.20166900000000001,0.213184,0.20624499999999998
3416,1900-1904,86,0.21167199999999997,0.242164,0.223509
3417,1900-1904,87,0.23345700000000003,0.26404,0.245087
3418,1900-1904,88,0.263146,0.298007,0.276014
3419,1900-1904,89,0.269588,0.327281,0.290319
3420,1900-1904,90,0.292527,0.33939899999999995,0.30859000000000003
3421,1900-1904,91,0.31512199999999996,0.36504699999999995,0.33154
3422,1900-1904,92,0.345314,0.440468,0.374766
3423,1900-1904,93,0.376569,0.44993599999999995,0.39793
3424,1900-1904,94,0.380927,0.44344399999999995,0.3984
3425,1900-1904,95,0.424342,0.5145529999999999,0.447255
3426,1900-1904,96,0.541724,0.43930600000000003,0.514891
3427,1900-1904,97,0.516509,0.7741939999999999,0.5803020000000001
3428,1900-1904,98,0.593548,0.36206900000000003,0.5473319999999999
3429,1900-1904,99,0.641975,0.738462,0.662338
3430,1900-1904,100,0.472441,0.6153850000000001,0.506024
3431,1900-1904,101,0.583333,0.272727,0.510638
3432,1900-1904,102,0.909091,1.333333,1.0
3433,1900-1904,103,0.857143,,0.857143
3434,1900-1904,104,1.5,,1.5
3435,1900-1904,105,,,
3436,1900-1904,106,,,
3437,1900-1904,107,,,
3438,1900-1904,108,,,
3439,1900-1904,109,,,
3440,1900-1904,110,,,
3441,1905-1909,0,0.076425,0.09389,0.08536200000000001
3442,1905-1909,1,0.01931,0.020673,0.020005000000000002
3443,1905-1909,2,0.00914,0.009658,0.009404000000000001
3444,1905-1909,3,0.006792,0.006909,0.006852
3445,1905-1909,4,0.005379,0.0053939999999999995,0.005386999999999999
3446,1905-1909,5,0.004568,0.004574,0.004571
3447,1905-1909,6,0.003885,0.0040479999999999995,0.003968
3448,1905-1909,7,0.003442,0.0037939999999999996,0.003621
3449,1905-1909,8,0.003409,0.003303,0.003355
3450,1905-1909,9,0.0031219999999999998,0.003007,0.003064
3451,1905-1909,10,0.003057,0.002915,0.0029850000000000002
3452,1905-1909,11,0.002865,0.002799,0.0028309999999999997
3453,1905-1909,12,0.003123,0.002711,0.002913
3454,1905-1909,13,0.003411,0.002611,0.003005
3455,1905-1909,14,0.0036869999999999997,0.002761,0.0032159999999999997
