,Year,Age,Female,Male,Total
1364,1810-1814,32,0.011746,0.013797,0.012717000000000001
1365,1810-1814,33,0.012165,0.01407,0.013073
1366,1810-1814,34,0.012526,0.01431,0.013381
1367,1810-1814,35,0.012889,0.014586000000000002,0.013706999999999999
1368,1810-1814,36,0.013038,0.015016,0.013983
1369,1810-1814,37,0.013333000000000001,0.015669,0.014438999999999999
1370,1810-1814,38,0.013718000000000001,0.016462,0.015004
1371,1810-1814,39,0.014041999999999999,0.017189,0.015506
1372,1810-1814,40,0.014303999999999999,0.01786,0.015946000000000002
1373,1810-1814,41,0.014903999999999999,0.01876,0.016687999999999998
1374,1810-1814,42,0.015392,0.019657,0.017369
1375,1810-1814,43,0.015744,0.020523,0.017963999999999997
1376,1810-1814,44,0.016043,0.021494,0.018579
1377,1810-1814,45,0.016368,0.022614,0.019278
1378,1810-1814,46,0.016597999999999998,0.023469,0.019798
1379,1810-1814,47,0.017082,0.024365,0.020472
1380,1810-1814,48,0.017873,0.0254,0.021373
1381,1810-1814,49,0.01905,0.026685000000000004,0.022595
1382,1810-1814,50,0.020486,0.028109,0.024019
1383,1810-1814,51,0.022194,0.030052,0.025818
1384,1810-1814,52,0.023837,0.031915,0.027547000000000002
1385,1810-1814,53,0.025399,0.033622000000000006,0.029166
1386,1810-1814,54,0.026771,0.035011,0.030541000000000002
1387,1810-1814,55,0.027993999999999998,0.036121,0.031712
1388,1810-1814,56,0.029037999999999998,0.037009,0.032676
1389,1810-1814,57,0.030579000000000002,0.038452,0.034158999999999995
1390,1810-1814,58,0.032789,0.040674,0.036356
1391,1810-1814,59,0.035785000000000004,0.043816,0.039395
1392,1810-1814,60,0.039488,0.047812,0.043203
1393,1810-1814,61,0.043807,0.052373,0.047614
1394,1810-1814,62,0.047985,0.056859,0.051913
1395,1810-1814,63,0.051895000000000004,0.06109,0.05595
1396,1810-1814,64,0.055715,0.065274,0.059916
1397,1810-1814,65,0.059534000000000004,0.06952,0.06390499999999999
1398,1810-1814,66,0.063137,0.073227,0.067539
1399,1810-1814,67,0.067463,0.077375,0.07177599999999999
1400,1810-1814,68,0.072561,0.082112,0.07670199999999999
1401,1810-1814,69,0.078499,0.08746699999999999,0.082371
1402,1810-1814,70,0.08543400000000001,0.093622,0.088952
1403,1810-1814,71,0.094055,0.102269,0.097552
1404,1810-1814,72,0.10303399999999999,0.111554,0.106626
1405,1810-1814,73,0.112233,0.120986,0.11589200000000001
1406,1810-1814,74,0.12152400000000001,0.130278,0.125159
1407,1810-1814,75,0.13075699999999998,0.13939300000000002,0.134322
1408,1810-1814,76,0.140482,0.15021800000000002,0.144459
1409,1810-1814,77,0.151067,0.162222,0.155575
1410,1810-1814,78,0.16325599999999998,0.176611,0.16858599999999999
1411,1810-1814,79,0.177538,0.19409500000000002,0.18405
1412,1810-1814,80,0.172807,0.191109,0.179897
1413,1810-1814,81,0.185358,0.20504299999999998,0.192916
1414,1810-1814,82,0.200323,0.222743,0.208823
1415,1810-1814,83,0.217486,0.244365,0.22750399999999998
1416,1810-1814,84,0.235486,0.268384,0.247488
1417,1810-1814,85,0.252301,0.292092,0.266457
1418,1810-1814,86,0.26907800000000004,0.31598699999999996,0.285321
1419,1810-1814,87,0.28677800000000003,0.339266,0.30451
1420,1810-1814,88,0.307676,0.362985,0.326019
1421,1810-1814,89,0.338518,0.399377,0.35836
1422,1810-1814,90,0.33076300000000003,0.360757,0.340414
1423,1810-1814,91,0.34221799999999997,0.35690900000000003,0.346948
1424,1810-1814,92,0.355551,0.350204,0.35381599999999996
1425,1810-1814,93,0.372515,0.34501,0.36351100000000003
1426,1810-1814,94,0.396311,0.34829699999999997,0.38056799999999996
1427,1810-1814,95,0.428245,0.362055,0.406742
1428,1810-1814,96,0.457742,0.38555500000000004,0.435051
1429,1810-1814,97,0.473684,0.43461700000000003,0.46254300000000004
1430,1810-1814,98,0.49748400000000004,0.5266810000000001,0.5043380000000001
1431,1810-1814,99,0.5718850000000001,0.458934,0.552103
1432,1810-1814,100,0.7313970000000001,0.0,0.622394
1433,1810-1814,101,0.918367,0.0,0.813743
1434,1810-1814,102,0.0,,0.0
1435,1810-1814,103,,,
1436,1810-1814,104,,,
1437,1810-1814,105,,,
1438,1810-1814,106,,,
1439,1810-1814,107,,,
1440,1810-1814,108,,,
1441,1810-1814,109,,,
1442,1810-1814,110,,,
1443,1815-1819,0,0.188717,0.22223400000000001,0.205704
1444,1815-1819,1,0.049956,0.055187,0.052566999999999996
1445,1815-1819,2,0.034957999999999996,0.038977,0.036963
1446,1815-1819,3,0.021384,0.023025999999999998,0.022203
1447,1815-1819,4,0.014346000000000001,0.014738999999999999,0.014542
1448,1815-1819,5,0.011977,0.012466,0.012221
1449,1815-1819,6,0.010055,0.010867,0.010459999999999999
1450,1815-1819,7,0.008393000000000001,0.009412,0.008901000000000001
1451,1815-1819,8,0.007043000000000001,0.008126000000000001,0.0075829999999999995
1452,1815-1819,9,0.006063000000000001,0.007055,0.006558
1453,1815-1819,10,0.005438,0.006213000000000001,0.005824
1454,1815-1819,11,0.005044,0.005581,0.005312
1455,1815-1819,12,0.0048119999999999994,0.005132,0.004972
1456,1815-1819,13,0.00476,0.004889,0.004825
1457,1815-1819,14,0.004901,0.004856,0.004879
1458,1815-1819,15,0.005207,0.005005,0.005104999999999999
1459,1815-1819,16,0.005475,0.005267,0.005371
1460,1815-1819,17,0.005765,0.005637,0.0057009999999999995
1461,1815-1819,18,0.006093,0.006146,0.0061189999999999994
1462,1815-1819,19,0.0064329999999999995,0.006784999999999999,0.006606
1463,1815-1819,20,0.006751999999999999,0.0075049999999999995,0.007117
1464,1815-1819,21,0.0070810000000000005,0.008053,0.007551
1465,1815-1819,22,0.00734,0.008448,0.007875
1466,1815-1819,23,0.007540000000000001,0.008702,0.008101
1467,1815-1819,24,0.007687,0.008826,0.008236
1468,1815-1819,25,0.007797,0.008858,0.008308
1469,1815-1819,26,0.007859,0.008898,0.008357
1470,1815-1819,27,0.007953,0.009001,0.008453
1471,1815-1819,28,0.00807,0.009149,0.008582
1472,1815-1819,29,0.008165,0.009285999999999999,0.008694
1473,1815-1819,30,0.008242,0.009401999999999999,0.008787999999999999
1474,1815-1819,31,0.008554,0.00969,0.009089
1475,1815-1819,32,0.009038,0.0101,0.009538
1476,1815-1819,33,0.009685,0.010607,0.010121
1477,1815-1819,34,0.010466,0.011159,0.010795
1478,1815-1819,35,0.011337999999999999,0.011723,0.011522
1479,1815-1819,36,0.011851,0.012162000000000001,0.011999
1480,1815-1819,37,0.012199,0.012576,0.012378
1481,1815-1819,38,0.012411,0.013016999999999999,0.012698000000000001
1482,1815-1819,39,0.012569,0.013578999999999999,0.013043
1483,1815-1819,40,0.012702,0.014282,0.013438
1484,1815-1819,41,0.013103,0.015134,0.014048
1485,1815-1819,42,0.013507,0.016031999999999998,0.014681
1486,1815-1819,43,0.013831999999999999,0.016865,0.015241999999999999
1487,1815-1819,44,0.013895,0.017393000000000002,0.015522999999999999
1488,1815-1819,45,0.013796000000000001,0.017716,0.015623
1489,1815-1819,46,0.013699000000000001,0.018059,0.015726
1490,1815-1819,47,0.013918,0.01866,0.016116
1491,1815-1819,48,0.014447999999999999,0.019502000000000002,0.016784
1492,1815-1819,49,0.015387,0.020724,0.017847
1493,1815-1819,50,0.016677,0.022256,0.019243
1494,1815-1819,51,0.018165999999999998,0.02409,0.020880000000000003
1495,1815-1819,52,0.019481000000000002,0.025692000000000003,0.022313999999999997
1496,1815-1819,53,0.020681,0.027160000000000004,0.023621
1497,1815-1819,54,0.021838999999999997,0.028569999999999998,0.024875
1498,1815-1819,55,0.022963,0.029914,0.026079
1499,1815-1819,56,0.024144,0.031124000000000002,0.027266000000000002
1500,1815-1819,57,0.025727999999999997,0.032833999999999995,0.028901
1501,1815-1819,58,0.027712,0.035039,0.030981
1502,1815-1819,59,0.030004000000000003,0.037675,0.033423
1503,1815-1819,60,0.032479,0.040599,0.036091000000000005
1504,1815-1819,61,0.035302,0.044028,0.039162999999999996
1505,1815-1819,62,0.038235000000000005,0.047343,0.042242
1506,1815-1819,63,0.041453,0.050689,0.045493
1507,1815-1819,64,0.045041000000000005,0.054015999999999995,0.048948
1508,1815-1819,65,0.049109,0.057454,0.052726999999999996
1509,1815-1819,66,0.05324299999999999,0.061002999999999995,0.056593
1510,1815-1819,67,0.05790700000000001,0.06537799999999999,0.061114999999999996
1511,1815-1819,68,0.06313400000000001,0.07056799999999999,0.066312
1512,1815-1819,69,0.069396,0.077144,0.07269400000000001
1513,1815-1819,70,0.076701,0.08516599999999999,0.080289
1514,1815-1819,71,0.08446100000000001,0.09383899999999999,0.08842
1515,1815-1819,72,0.092497,0.10292899999999999,0.096881
1516,1815-1819,73,0.100364,0.11243399999999999,0.105399
1517,1815-1819,74,0.107301,0.121814,0.11328699999999998
1518,1815-1819,75,0.11324300000000001,0.130574,0.120298
1519,1815-1819,76,0.120144,0.138902,0.127717
1520,1815-1819,77,0.128371,0.14844200000000002,0.136388
1521,1815-1819,78,0.138716,0.159198,0.146813
1522,1815-1819,79,0.15226199999999998,0.171526,0.159813
1523,1815-1819,80,0.16004300000000002,0.18297,0.168735
1524,1815-1819,81,0.176137,0.198879,0.18463
1525,1815-1819,82,0.192411,0.214256,0.20048
1526,1815-1819,83,0.208132,0.22873000000000002,0.21568299999999999
1527,1815-1819,84,0.221635,0.241873,0.22900500000000001
1528,1815-1819,85,0.231411,0.253794,0.23949
1529,1815-1819,86,0.24078400000000003,0.267258,0.250207
1530,1815-1819,87,0.251632,0.284814,0.26318600000000003
1531,1815-1819,88,0.26459299999999997,0.307579,0.279088
1532,1815-1819,89,0.28018699999999996,0.33515100000000003,0.29794899999999996
1533,1815-1819,90,0.29183000000000003,0.364051,0.313967
1534,1815-1819,91,0.30162,0.377866,0.32369699999999996
1535,1815-1819,92,0.30392600000000003,0.364286,0.320704
1536,1815-1819,93,0.297336,0.317256,0.302883
1537,1815-1819,94,0.293244,0.276619,0.28836
1538,1815-1819,95,0.317633,0.304159,0.313381
1539,1815-1819,96,0.36298400000000003,0.36907,0.36502399999999996
1540,1815-1819,97,0.430367,0.46601400000000004,0.44288
1541,1815-1819,98,0.520146,0.6193850000000001,0.555351
1542,1815-1819,99,0.620656,0.9059299999999999,0.713454
1543,1815-1819,100,0.718616,1.172769,0.838983
1544,1815-1819,101,0.988851,0.978508,0.985985
1545,1815-1819,102,1.1169129999999998,2.123077,1.346188
1546,1815-1819,103,1.205674,,1.205674
1547,1815-1819,104,6.0,,6.0
1548,1815-1819,105,,,
1549,1815-1819,106,,,
1550,1815-1819,107,,,
1551,1815-1819,108,,,
1552,1815-1819,109,,,
1553,1815-1819,110,,,
1554,1820-1824,0,0.168749,0.20027899999999998,0.18469000000000002
1555,1820-1824,1,0.043771,0.048014999999999995,0.045895
1556,1820-1824,2,0.030562,0.033969,0.032267000000000004
1557,1820-1824,3,0.018476,0.019368,0.018923
1558,1820-1824,4,0.012199,0.01172,0.01196
1559,1820-1824,5,0.01007,0.009742,0.009906
1560,1820-1824,6,0.008483,0.008572,0.008527
1561,1820-1824,7,0.0071519999999999995,0.007526000000000001,0.007339
1562,1820-1824,8,0.0061200000000000004,0.006625,0.006372
1563,1820-1824,9,0.005442,0.005908,0.005675
1564,1820-1824,10,0.005094,0.005374,0.005234
1565,1820-1824,11,0.004829,0.004929,0.004879
1566,1820-1824,12,0.004676,0.004626,0.004651
1567,1820-1824,13,0.004637,0.0044659999999999995,0.0045520000000000005
1568,1820-1824,14,0.004719,0.004457,0.004588
1569,1820-1824,15,0.00489,0.00458,0.0047350000000000005
1570,1820-1824,16,0.005072,0.004821,0.004946
1571,1820-1824,17,0.0052380000000000005,0.005129,0.005184
1572,1820-1824,18,0.005413,0.005534000000000001,0.005473
1573,1820-1824,19,0.00561,0.0060490000000000006,0.005826
1574,1820-1824,20,0.005817,0.0066370000000000005,0.006219
1575,1820-1824,21,0.006085,0.007174,0.00662
1576,1820-1824,22,0.006351,0.007631999999999999,0.00698
1577,1820-1824,23,0.006624,0.008027,0.007314
1578,1820-1824,24,0.0068709999999999995,0.008324,0.007585
1579,1820-1824,25,0.007087,0.008520999999999999,0.007789
1580,1820-1824,26,0.0072,0.008581,0.007875
1581,1820-1824,27,0.00734,0.008667,0.007988
1582,1820-1824,28,0.007520999999999999,0.008796,0.008142
1583,1820-1824,29,0.0077480000000000005,0.00899,0.008351
1584,1820-1824,30,0.008020999999999999,0.009256,0.008618
1585,1820-1824,31,0.008404,0.009696999999999999,0.009025
1586,1820-1824,32,0.008782,0.010143000000000001,0.009432
1587,1820-1824,33,0.009149,0.010565999999999999,0.009823
1588,1820-1824,34,0.009453,0.010892,0.010134
1589,1820-1824,35,0.009696999999999999,0.011129,0.010374
1590,1820-1824,36,0.009914,0.011413,0.010622
1591,1820-1824,37,0.010275,0.011975,0.011077
1592,1820-1824,38,0.010748,0.012790000000000001,0.011711
1593,1820-1824,39,0.011285,0.013807,0.012471
1594,1820-1824,40,0.011826999999999999,0.014927000000000001,0.013281999999999999
1595,1820-1824,41,0.012331,0.015962,0.014036000000000002
1596,1820-1824,42,0.012618,0.016744,0.014554
1597,1820-1824,43,0.012714,0.017325999999999998,0.014875999999999999
1598,1820-1824,44,0.012693000000000001,0.017812,0.015087999999999999
1599,1820-1824,45,0.012629999999999999,0.018272999999999998,0.015263999999999998
1600,1820-1824,46,0.012620000000000001,0.018698,0.015447999999999998
1601,1820-1824,47,0.012978,0.019427,0.015968
1602,1820-1824,48,0.013669999999999998,0.020362,0.016763999999999998
1603,1820-1824,49,0.014537999999999999,0.021263,0.017641
1604,1820-1824,50,0.01555,0.022172,0.018598
1605,1820-1824,51,0.016833,0.023663,0.019958
1606,1820-1824,52,0.018021000000000002,0.025158,0.021266
1607,1820-1824,53,0.019086000000000002,0.026606,0.022484999999999998
1608,1820-1824,54,0.020166999999999997,0.028193,0.023772
1609,1820-1824,55,0.02134,0.029962,0.025192
1610,1820-1824,56,0.022432,0.031264,0.026366000000000004
1611,1820-1824,57,0.023811000000000002,0.032682,0.02775
1612,1820-1824,58,0.025618000000000002,0.034415,0.029511000000000003
1613,1820-1824,59,0.028007999999999998,0.036613,0.031804
1614,1820-1824,60,0.030848,0.039113,0.034484
1615,1820-1824,61,0.034274,0.042413,0.037843
1616,1820-1824,62,0.037741000000000004,0.045850999999999996,0.041285
1617,1820-1824,63,0.041135000000000005,0.049321,0.044698
1618,1820-1824,64,0.044186,0.052625,0.047838
1619,1820-1824,65,0.046876,0.055720000000000006,0.050676
1620,1820-1824,66,0.04937,0.058336,0.053208000000000005
1621,1820-1824,67,0.052396000000000005,0.061597000000000006,0.05632
1622,1820-1824,68,0.05629,0.06590800000000001,0.060377
1623,1820-1824,69,0.061265999999999994,0.07152,0.065608
1624,1820-1824,70,0.067478,0.078691,0.07220700000000001
1625,1820-1824,71,0.07463099999999999,0.08733099999999999,0.079949
1626,1820-1824,72,0.08194800000000001,0.096265,0.087894
1627,1820-1824,73,0.089216,0.10494200000000001,0.095697
1628,1820-1824,74,0.096816,0.11342200000000001,0.10361600000000001
1629,1820-1824,75,0.104527,0.121548,0.111452
1630,1820-1824,76,0.11223699999999999,0.129736,0.119301
1631,1820-1824,77,0.121635,0.139389,0.128755
1632,1820-1824,78,0.132609,0.151135,0.139975
1633,1820-1824,79,0.14511,0.165655,0.153172
1634,1820-1824,80,0.149702,0.16786199999999998,0.15682000000000001
1635,1820-1824,81,0.165285,0.18620699999999998,0.17336
1636,1820-1824,82,0.18221500000000002,0.207655,0.191834
1637,1820-1824,83,0.19985999999999998,0.23156,0.21155
1638,1820-1824,84,0.216754,0.255363,0.230609
1639,1820-1824,85,0.23089899999999997,0.274924,0.246285
1640,1820-1824,86,0.24310199999999998,0.289071,0.258815
1641,1820-1824,87,0.253884,0.297227,0.268465
1642,1820-1824,88,0.263301,0.29983699999999996,0.27547
1643,1820-1824,89,0.27268400000000004,0.30207399999999995,0.28239200000000003
1644,1820-1824,90,0.28534299999999996,0.312621,0.294232
1645,1820-1824,91,0.298709,0.327914,0.308006
1646,1820-1824,92,0.31293200000000004,0.348792,0.32392600000000005
1647,1820-1824,93,0.329984,0.377864,0.34391900000000003
1648,1820-1824,94,0.35264,0.418372,0.370604
1649,1820-1824,95,0.383683,0.47596000000000005,0.407149
1650,1820-1824,96,0.414389,0.5212,0.439846
1651,1820-1824,97,0.43379399999999996,0.477959,0.44418599999999997
1652,1820-1824,98,0.42425100000000004,0.365615,0.409271
1653,1820-1824,99,0.395047,0.267286,0.356562
1654,1820-1824,100,0.720629,1.201467,0.8648450000000001
1655,1820-1824,101,0.936693,2.0261009999999997,1.1093870000000001
1656,1820-1824,102,1.6973220000000002,6.0,1.875
1657,1820-1824,103,6.0,,6.0
1658,1820-1824,104,,,
1659,1820-1824,105,,,
1660,1820-1824,106,,,
1661,1820-1824,107,,,
1662,1820-1824,108,,,
1663,1820-1824,109,,,
1664,1820-1824,110,,,
1665,1825-1829,0,0.17976,0.211659,0.195838
1666,1825-1829,1,0.042949,0.046624,0.044793
1667,1825-1829,2,0.028983,0.031774000000000004,0.030382999999999997
1668,1825-1829,3,0.018609,0.019642,0.019127
1669,1825-1829,4,0.013062,0.013216,0.013138999999999998
1670,1825-1829,5,0.010587000000000001,0.010957,0.010772
1671,1825-1829,6,0.00861,0.009329,0.008971
1672,1825-1829,7,0.006961,0.007908,0.007436
1673,1825-1829,8,0.005711,0.006742000000000001,0.006228
1674,1825-1829,9,0.00494,0.005888,0.005415
1675,1825-1829,10,0.00462,0.005331,0.0049759999999999995
1676,1825-1829,11,0.0043549999999999995,0.004817,0.004586
1677,1825-1829,12,0.004175,0.004425999999999999,0.0043
1678,1825-1829,13,0.004081,0.004158,0.00412
1679,1825-1829,14,0.00409,0.004032,0.004061
1680,1825-1829,15,0.0042,0.004057,0.004129
1681,1825-1829,16,0.004495,0.004378,0.004437
1682,1825-1829,17,0.004843999999999999,0.004881,0.004862
1683,1825-1829,18,0.005246,0.005569,0.005406
1684,1825-1829,19,0.005697,0.006453,0.00607
1685,1825-1829,20,0.006146,0.00745,0.0067870000000000005
1686,1825-1829,21,0.006494,0.008228000000000001,0.007347
1687,1825-1829,22,0.006765,0.008823000000000001,0.007778
1688,1825-1829,23,0.006995,0.009290999999999999,0.008125
1689,1825-1829,24,0.007203,0.009642,0.008404
1690,1825-1829,25,0.007387,0.009887,0.008619
1691,1825-1829,26,0.007465,0.010006000000000001,0.008716
1692,1825-1829,27,0.007624,0.010241,0.008912
1693,1825-1829,28,0.007875,0.010613,0.009222
1694,1825-1829,29,0.008175,0.01108,0.009601
1695,1825-1829,30,0.008503,0.011599,0.010020000000000001
1696,1825-1829,31,0.008962000000000001,0.01226,0.010574
1697,1825-1829,32,0.009396,0.012846999999999999,0.011078
1698,1825-1829,33,0.009814,0.013375,0.011543000000000001
1699,1825-1829,34,0.010218999999999999,0.013863,0.01198
1700,1825-1829,35,0.01064,0.01436,0.012426000000000001
1701,1825-1829,36,0.010951,0.014738,0.012759
1702,1825-1829,37,0.011316,0.015241,0.01318
1703,1825-1829,38,0.011729999999999999,0.015855,0.013683
1704,1825-1829,39,0.012121999999999999,0.016489,0.014184
1705,1825-1829,40,0.012456,0.017093,0.014641
1706,1825-1829,41,0.012908000000000001,0.018015,0.015307
1707,1825-1829,42,0.013378,0.019066999999999997,0.016040000000000002
1708,1825-1829,43,0.013813999999999998,0.02018,0.016782
1709,1825-1829,44,0.014147,0.021243,0.017445
1710,1825-1829,45,0.014412999999999999,0.022218,0.018033
1711,1825-1829,46,0.014602,0.022811,0.018406
1712,1825-1829,47,0.014941999999999999,0.023406,0.018856
1713,1825-1829,48,0.015494999999999998,0.024102000000000002,0.019461000000000003
1714,1825-1829,49,0.016398,0.025058,0.020371
1715,1825-1829,50,0.017636000000000002,0.026277,0.021583
1716,1825-1829,51,0.019059,0.027757999999999998,0.023021
1717,1825-1829,52,0.020472,0.029379000000000002,0.024515000000000002
1718,1825-1829,53,0.021734,0.030947000000000002,0.025903
1719,1825-1829,54,0.022486000000000003,0.032035,0.026789
1720,1825-1829,55,0.022931,0.032875,0.027387
1721,1825-1829,56,0.023687,0.033992,0.028266000000000003
1722,1825-1829,57,0.025051,0.035505,0.029662
1723,1825-1829,58,0.027049,0.037419,0.031594
1724,1825-1829,59,0.02995,0.040098,0.034375
1725,1825-1829,60,0.033623,0.043455,0.037894
1726,1825-1829,61,0.037521,0.047156,0.041696
1727,1825-1829,62,0.041014,0.050573,0.045144
1728,1825-1829,63,0.044282999999999996,0.053956,0.048449
1729,1825-1829,64,0.04743,0.057380999999999995,0.05170399999999999
1730,1825-1829,65,0.050374,0.060740999999999996,0.054813
1731,1825-1829,66,0.053137000000000004,0.063983,0.057758000000000004
1732,1825-1829,67,0.056812,0.068106,0.061598
1733,1825-1829,68,0.06138099999999999,0.073064,0.066307
1734,1825-1829,69,0.066708,0.078807,0.071778
1735,1825-1829,70,0.072741,0.085203,0.077929
1736,1825-1829,71,0.08019,0.09268,0.085373
1737,1825-1829,72,0.088198,0.10078200000000001,0.09339700000000001
1738,1825-1829,73,0.097151,0.109883,0.102382
1739,1825-1829,74,0.10709400000000001,0.11994400000000001,0.11234000000000001
1740,1825-1829,75,0.118467,0.13155999999999998,0.123768
1741,1825-1829,76,0.128327,0.14301,0.134189
1742,1825-1829,77,0.139259,0.15608699999999998,0.145887
1743,1825-1829,78,0.151312,0.17072400000000001,0.158866
1744,1825-1829,79,0.165545,0.188274,0.174297
1745,1825-1829,80,0.163089,0.186541,0.172056
1746,1825-1829,81,0.17869100000000002,0.204992,0.188681
1747,1825-1829,82,0.196553,0.225665,0.20751799999999998
1748,1825-1829,83,0.215864,0.24765,0.22769299999999998
1749,1825-1829,84,0.235181,0.268906,0.24750999999999998
1750,1825-1829,85,0.25288,0.286249,0.26478
1751,1825-1829,86,0.270264,0.301848,0.281186
1752,1825-1829,87,0.287775,0.31671900000000003,0.297427
1753,1825-1829,88,0.30535500000000004,0.33103,0.313589
1754,1825-1829,89,0.324409,0.349538,0.33218400000000003
1755,1825-1829,90,0.347358,0.382254,0.35786100000000004
1756,1825-1829,91,0.366183,0.41111800000000004,0.379445
1757,1825-1829,92,0.377064,0.424146,0.390832
1758,1825-1829,93,0.379232,0.41915699999999995,0.390927
1759,1825-1829,94,0.379228,0.41096499999999997,0.388527
1760,1825-1829,95,0.39389,0.429313,0.404071
1761,1825-1829,96,0.41396499999999997,0.463958,0.427687
1762,1825-1829,97,0.43549399999999994,0.511789,0.45473500000000006
1763,1825-1829,98,0.463873,0.547782,0.482875
1764,1825-1829,99,0.5127689999999999,0.47693199999999997,0.505121
1765,1825-1829,100,0.541722,0.882215,0.604255
1766,1825-1829,101,0.654317,1.213816,0.704225
1767,1825-1829,102,0.847672,,0.847672
1768,1825-1829,103,1.202797,,1.202797
1769,1825-1829,104,6.0,,6.0
1770,1825-1829,105,,,
1771,1825-1829,106,,,
1772,1825-1829,107,,,
1773,1825-1829,108,,,
1774,1825-1829,109,,,
1775,1825-1829,110,,,
1776,1830-1834,0,0.18327100000000002,0.21823800000000002,0.200951
1777,1830-1834,1,0.042218,0.045709,0.043968
1778,1830-1834,2,0.028727999999999997,0.031325,0.030027999999999996
1779,1830-1834,3,0.017025,0.018161,0.017593
1780,1830-1834,4,0.01114,0.011497,0.011319
1781,1830-1834,5,0.009419,0.009791,0.009606
1782,1830-1834,6,0.008273,0.008805,0.00854
1783,1830-1834,7,0.007248999999999999,0.007875,0.007562
1784,1830-1834,8,0.0063549999999999995,0.0070090000000000005,0.006683
1785,1830-1834,9,0.005667,0.006289,0.005979
1786,1830-1834,10,0.005187,0.0057280000000000005,0.005458
1787,1830-1834,11,0.004739,0.005177,0.004958
1788,1830-1834,12,0.004435000000000001,0.004777,0.004606
1789,1830-1834,13,0.004287,0.004536,0.004411
1790,1830-1834,14,0.004301,0.00446,0.004379999999999999
1791,1830-1834,15,0.0044399999999999995,0.004525,0.004482
1792,1830-1834,16,0.00473,0.004825,0.004777
1793,1830-1834,17,0.005024,0.005232,0.0051270000000000005
1794,1830-1834,18,0.005312,0.005752,0.005529999999999999
1795,1830-1834,19,0.005614,0.0064150000000000006,0.00601
1796,1830-1834,20,0.005942,0.007220999999999999,0.006572
1797,1830-1834,21,0.006296,0.007991,0.007131
1798,1830-1834,22,0.006672,0.008697,0.007669
1799,1830-1834,23,0.007072,0.009325,0.008182
1800,1830-1834,24,0.007498,0.009865,0.008665
1801,1830-1834,25,0.007901,0.010283,0.009076
1802,1830-1834,26,0.008134,0.010531,0.009314
1803,1830-1834,27,0.008357,0.010803,0.009559
1804,1830-1834,28,0.008619,0.011167,0.009869
1805,1830-1834,29,0.008943000000000001,0.011634,0.010261
1806,1830-1834,30,0.009290999999999999,0.012144,0.010687
1807,1830-1834,31,0.009764,0.012782,0.011242
1808,1830-1834,32,0.010255,0.013441,0.011817
1809,1830-1834,33,0.010768999999999999,0.014145,0.012424
1810,1830-1834,34,0.011239,0.014827000000000002,0.012995
1811,1830-1834,35,0.011669,0.01548,0.013531
1812,1830-1834,36,0.011833,0.015825,0.013772999999999999
1813,1830-1834,37,0.012023,0.016152,0.014019
1814,1830-1834,38,0.012256999999999999,0.016482,0.014288
1815,1830-1834,39,0.012548,0.016848,0.014603999999999999
1816,1830-1834,40,0.012921,0.017291,0.014996
1817,1830-1834,41,0.013623,0.018142,0.015758
1818,1830-1834,42,0.014313,0.018997,0.016515000000000002
1819,1830-1834,43,0.014971,0.019822,0.017240000000000002
1820,1830-1834,44,0.015481,0.020472999999999998,0.017804
1821,1830-1834,45,0.01586,0.020965,0.018225
1822,1830-1834,46,0.016073,0.021383000000000003,0.01852
1823,1830-1834,47,0.016605,0.022359,0.019244999999999998
1824,1830-1834,48,0.017397,0.023832,0.020339
1825,1830-1834,49,0.018373,0.025707,0.021713999999999997
1826,1830-1834,50,0.019466999999999998,0.027811000000000002,0.02326
1827,1830-1834,51,0.020788,0.029979000000000002,0.02496
1828,1830-1834,52,0.02187,0.031572,0.026262
1829,1830-1834,53,0.022815000000000002,0.032694,0.02727
1830,1830-1834,54,0.023819999999999997,0.033503,0.028170999999999998
1831,1830-1834,55,0.024975,0.034112,0.029068
1832,1830-1834,56,0.026035000000000003,0.034601,0.029856
1833,1830-1834,57,0.02767,0.03597,0.031355
1834,1830-1834,58,0.029726999999999996,0.038044,0.033398000000000004
1835,1830-1834,59,0.03177,0.040368,0.035539999999999995
1836,1830-1834,60,0.033898000000000005,0.043071,0.037887
1837,1830-1834,61,0.036726999999999996,0.046563,0.040969
1838,1830-1834,62,0.039655,0.0499,0.044041000000000004
1839,1830-1834,63,0.042751,0.053078,0.047146
1840,1830-1834,64,0.046523,0.05670599999999999,0.050836
1841,1830-1834,65,0.051066,0.060885,0.05521
1842,1830-1834,66,0.055544,0.065032,0.059532
1843,1830-1834,67,0.060117,0.069406,0.064006
1844,1830-1834,68,0.065136,0.074502,0.069038
1845,1830-1834,69,0.070855,0.08054,0.07487100000000001
1846,1830-1834,70,0.077002,0.087285,0.081243
1847,1830-1834,71,0.08414400000000001,0.09526799999999999,0.08870700000000001
1848,1830-1834,72,0.091963,0.10394400000000001,0.096853
1849,1830-1834,73,0.100239,0.11295899999999999,0.10540999999999999
1850,1830-1834,74,0.10839000000000001,0.121991,0.113891
1851,1830-1834,75,0.11651199999999999,0.130932,0.122313
1852,1830-1834,76,0.125091,0.140944,0.131409
1853,1830-1834,77,0.134767,0.152516,0.14175
1854,1830-1834,78,0.146108,0.166113,0.153853
1855,1830-1834,79,0.159329,0.181355,0.167705
1856,1830-1834,80,0.16217,0.182666,0.169849
1857,1830-1834,81,0.177368,0.196827,0.184574
